appkey,appid,itemcode,itemdesc,addtime
RPT6,5252,CIT,CITATION,4/1/2018 23:50
RPT7,5252,TRAF,TRAFFIC,4/1/2018 23:50
RPT1,5253,VEH,VEHICLE,4/1/2018 23:50
RPT2,5253,EQUI,EQUIPMENT VIOLATION,4/1/2018 23:51
RPT6,5253,CIT,CITATION,4/1/2018 23:51
RPT7,5253,TRAF,TRAFFIC,4/1/2018 23:51
RPT1,5254,VEH,VEHICLE,4/2/2018 11:28
RPT2,5254,SPEE,TRAFFIC-SPEEDING,4/2/2018 11:28
RPT3,5254,*NO,*NO SEARCH,4/2/2018 11:29
RPT6,5254,CIT,CITATION,4/2/2018 11:29
RPT7,5254,TRAF,TRAFFIC,4/2/2018 11:29
RPT1,5255,VEH,VEHICLE,4/2/2018 11:30
RPT2,5255,SPEE,TRAFFIC-SPEEDING,4/2/2018 11:30
RPT3,5255,*NO,*NO SEARCH,4/2/2018 11:30
RPT6,5255,CIT,CITATION,4/2/2018 11:30
RPT7,5255,TRAF,TRAFFIC,4/2/2018 11:30
RPT1,5256,VEH,VEHICLE,4/2/2018 11:31
RPT2,5256,SPEE,TRAFFIC-SPEEDING,4/2/2018 11:31
RPT3,5256,*NO,*NO SEARCH,4/2/2018 11:32
RPT6,5256,CIT,CITATION,4/2/2018 11:32
RPT7,5256,TRAF,TRAFFIC,4/2/2018 11:32
RPT1,5257,VEH,VEHICLE,4/2/2018 11:33
RPT2,5257,SPEE,TRAFFIC-SPEEDING,4/2/2018 11:33
RPT3,5257,*NO,*NO SEARCH,4/2/2018 11:33
RPT6,5257,CIT,CITATION,4/2/2018 11:33
RPT7,5257,TRAF,TRAFFIC,4/2/2018 11:33
RPT1,5258,PED,PEDESTRIAN,4/2/2018 11:41
RPT2,5258,MUNI,MUNICIPAL VIOLATION,4/2/2018 11:41
RPT3,5258,*NO,*NO SEARCH,4/2/2018 11:41
RPT6,5258,CIT,CITATION,4/2/2018 11:41
RPT1,5259,PED,PEDESTRIAN,4/2/2018 12:24
RPT2,5259,MUNI,MUNICIPAL VIOLATION,4/2/2018 12:24
RPT3,5259,*NO,*NO SEARCH,4/2/2018 12:24
RPT6,5259,CIT,CITATION,4/2/2018 12:25
RPT7,5259,MUNI,MUNICIPAL,4/2/2018 12:25
RPT1,5260,VEH,VEHICLE,4/2/2018 12:31
RPT2,5260,SPEE,TRAFFIC-SPEEDING,4/2/2018 12:31
RPT3,5260,*NO,*NO SEARCH,4/2/2018 12:31
RPT6,5260,WAR,WARNING,4/2/2018 12:31
RPT1,5261,VEH,VEHICLE,4/2/2018 15:30
RPT2,5261,SPEE,TRAFFIC-SPEEDING,4/2/2018 15:30
RPT3,5261,*NO,*NO SEARCH,4/2/2018 15:30
RPT6,5261,WAR,WARNING,4/2/2018 15:30
RPT1,5262,VEH,VEHICLE,4/2/2018 10:16
RPT2,5262,SPEE,TRAFFIC-SPEEDING,4/2/2018 10:16
RPT3,5262,*NO,*NO SEARCH,4/2/2018 10:17
RPT6,5262,CIT,CITATION,4/2/2018 10:17
RPT7,5262,TRAF,TRAFFIC,4/2/2018 10:17
RPT1,5263,VEH,VEHICLE,4/2/2018 15:47
RPT2,5263,SPEE,TRAFFIC-SPEEDING,4/2/2018 15:47
RPT3,5263,*NO,*NO SEARCH,4/2/2018 15:47
RPT6,5263,WAR,WARNING,4/2/2018 15:47
RPT7,5263,NO,NOT CHARGED,4/2/2018 15:47
RPT1,5264,VEH,VEHICLE,4/2/2018 15:49
RPT2,5264,SPEE,TRAFFIC-SPEEDING,4/2/2018 15:49
RPT3,5264,*NO,*NO SEARCH,4/2/2018 15:49
RPT6,5264,CIT,CITATION,4/2/2018 15:49
RPT7,5264,TRAF,TRAFFIC,4/2/2018 15:49
RPT1,5265,VEH,VEHICLE,4/2/2018 15:50
RPT2,5265,SPEE,TRAFFIC-SPEEDING,4/2/2018 15:50
RPT3,5265,*NO,*NO SEARCH,4/2/2018 15:50
RPT6,5265,CIT,CITATION,4/2/2018 15:50
RPT7,5265,TRAF,TRAFFIC,4/2/2018 15:50
RPT1,5266,VEH,VEHICLE,4/2/2018 15:51
RPT2,5266,SPEE,TRAFFIC-SPEEDING,4/2/2018 15:51
RPT3,5266,*NO,*NO SEARCH,4/2/2018 15:51
RPT6,5266,CIT,CITATION,4/2/2018 15:51
RPT7,5266,TRAF,TRAFFIC,4/2/2018 15:51
RPT1,5267,PED,PEDESTRIAN,4/2/2018 21:37
RPT2,5267,MUNI,MUNICIPAL VIOLATION,4/2/2018 21:37
RPT3,5267,*NO,*NO SEARCH,4/2/2018 21:37
RPT6,5267,CIT,CITATION,4/2/2018 21:37
RPT7,5267,MUNI,MUNICIPAL,4/2/2018 21:37
RPT1,5268,PED,PEDESTRIAN,4/2/2018 21:43
RPT2,5268,MUNI,MUNICIPAL VIOLATION,4/2/2018 21:43
RPT3,5268,*NO,*NO SEARCH,4/2/2018 21:43
RPT6,5268,WAR,WARNING,4/2/2018 21:43
RPT1,5269,PED,PEDESTRIAN,4/2/2018 21:40
RPT2,5269,MUNI,MUNICIPAL VIOLATION,4/2/2018 21:40
RPT3,5269,*NO,*NO SEARCH,4/2/2018 21:40
RPT6,5269,WAR,WARNING,4/2/2018 21:40
RPT1,5270,PED,PEDESTRIAN,4/2/2018 21:41
RPT2,5270,MUNI,MUNICIPAL VIOLATION,4/2/2018 21:41
RPT3,5270,PER,PERSON,4/2/2018 21:41
RPT4,5270,INCI,INCIDENT TO ARREST,4/2/2018 21:41
RPT5,5270,NOT,NOTHING SEIZED,4/2/2018 21:41
RPT6,5270,ARR,ARREST,4/2/2018 21:41
RPT7,5270,WARR,WARRANT,4/2/2018 21:41
RPT1,5271,PED,PEDESTRIAN,4/2/2018 21:42
RPT2,5271,MUNI,MUNICIPAL VIOLATION,4/2/2018 21:42
RPT3,5271,*NO,*NO SEARCH,4/2/2018 21:42
RPT6,5271,WAR,WARNING,4/2/2018 21:42
RPT1,5272,PED,PEDESTRIAN,4/3/2018 4:57
RPT2,5272,MUNI,MUNICIPAL VIOLATION,4/3/2018 4:57
RPT3,5272,*NO,*NO SEARCH,4/3/2018 4:57
RPT6,5272,WAR,WARNING,4/3/2018 4:57
RPT1,5273,PED,PEDESTRIAN,4/3/2018 4:58
RPT2,5273,MUNI,MUNICIPAL VIOLATION,4/3/2018 4:58
RPT3,5273,*NO,*NO SEARCH,4/3/2018 4:58
RPT6,5273,WAR,WARNING,4/3/2018 4:58
RPT1,5274,PED,PEDESTRIAN,4/3/2018 4:58
RPT2,5274,MUNI,MUNICIPAL VIOLATION,4/3/2018 4:59
RPT3,5274,*NO,*NO SEARCH,4/3/2018 4:59
RPT6,5274,WAR,WARNING,4/3/2018 4:59
RPT1,5275,PED,PEDESTRIAN,4/3/2018 4:59
RPT2,5275,MUNI,MUNICIPAL VIOLATION,4/3/2018 4:59
RPT3,5275,*NO,*NO SEARCH,4/3/2018 5:00
RPT6,5275,WAR,WARNING,4/3/2018 5:00
RPT1,5276,VEH,VEHICLE,4/3/2018 9:18
RPT2,5276,EQUI,EQUIPMENT VIOLATION,4/3/2018 9:18
RPT3,5276,*NO,*NO SEARCH,4/3/2018 9:18
RPT6,5276,CIT,CITATION,4/3/2018 9:18
RPT7,5276,TRAF,TRAFFIC,4/3/2018 9:18
RPT1,5277,VEH,VEHICLE,4/3/2018 9:20
RPT2,5277,SPEE,TRAFFIC-SPEEDING,4/3/2018 9:20
RPT3,5277,*NO,*NO SEARCH,4/3/2018 9:20
RPT6,5277,CIT,CITATION,4/3/2018 9:20
RPT7,5277,TRAF,TRAFFIC,4/3/2018 9:20
RPT1,5278,VEH,VEHICLE,4/3/2018 10:12
RPT2,5278,SPEE,TRAFFIC-SPEEDING,4/3/2018 10:12
RPT3,5278,*NO,*NO SEARCH,4/3/2018 10:12
RPT6,5278,WAR,WARNING,4/3/2018 10:13
RPT1,5279,VEH,VEHICLE,4/3/2018 10:37
RPT2,5279,SPEE,TRAFFIC-SPEEDING,4/3/2018 10:37
RPT3,5279,*NO,*NO SEARCH,4/3/2018 10:37
RPT6,5279,CIT,CITATION,4/3/2018 10:37
RPT7,5279,TRAF,TRAFFIC,4/3/2018 10:38
RPT1,5280,VEH,VEHICLE,4/3/2018 10:58
RPT2,5280,SPEE,TRAFFIC-SPEEDING,4/3/2018 10:59
RPT3,5280,*NO,*NO SEARCH,4/3/2018 10:59
RPT6,5280,CIT,CITATION,4/3/2018 10:59
RPT7,5280,TRAF,TRAFFIC,4/3/2018 10:59
RPT1,5281,VEH,VEHICLE,4/3/2018 11:21
RPT2,5281,SPEE,TRAFFIC-SPEEDING,4/3/2018 11:21
RPT3,5281,*NO,*NO SEARCH,4/3/2018 11:21
RPT6,5281,CIT,CITATION,4/3/2018 11:21
RPT7,5281,TRAF,TRAFFIC,4/3/2018 11:21
RPT1,5282,VEH,VEHICLE,4/3/2018 11:48
RPT2,5282,SPEE,TRAFFIC-SPEEDING,4/3/2018 11:48
RPT3,5282,*NO,*NO SEARCH,4/3/2018 11:48
RPT6,5282,CIT,CITATION,4/3/2018 11:48
RPT7,5282,TRAF,TRAFFIC,4/3/2018 11:48
RPT1,5283,VEH,VEHICLE,4/3/2018 13:53
RPT2,5283,SPEE,TRAFFIC-SPEEDING,4/3/2018 13:53
RPT3,5283,*NO,*NO SEARCH,4/3/2018 13:53
RPT6,5283,CIT,CITATION,4/3/2018 13:53
RPT7,5283,TRAF,TRAFFIC,4/3/2018 13:53
RPT1,5284,VEH,VEHICLE,4/3/2018 13:54
RPT2,5284,SPEE,TRAFFIC-SPEEDING,4/3/2018 13:54
RPT3,5284,*NO,*NO SEARCH,4/3/2018 13:54
RPT6,5284,CIT,CITATION,4/3/2018 13:54
RPT7,5284,TRAF,TRAFFIC,4/3/2018 13:54
RPT1,5285,VEH,VEHICLE,4/3/2018 13:55
RPT2,5285,SPEE,TRAFFIC-SPEEDING,4/3/2018 13:55
RPT6,5285,CIT,CITATION,4/3/2018 13:55
RPT1,5286,VEH,VEHICLE,4/3/2018 18:03
RPT2,5286,SPEE,TRAFFIC-SPEEDING,4/3/2018 18:03
RPT3,5286,*NO,*NO SEARCH,4/3/2018 18:03
RPT6,5286,WAR,WARNING,4/3/2018 18:03
RPT7,5286,NO,NOT CHARGED,4/3/2018 18:03
RPT1,5287,PED,PEDESTRIAN,4/4/2018 0:13
RPT2,5287,MUNI,MUNICIPAL VIOLATION,4/4/2018 0:13
RPT3,5287,*NO,*NO SEARCH,4/4/2018 0:13
RPT5,5287,NOT,NOTHING SEIZED,4/4/2018 0:13
RPT6,5287,WAR,WARNING,4/4/2018 0:13
RPT7,5287,NO,NOT CHARGED,4/4/2018 0:13
RPT1,5288,PED,PEDESTRIAN,4/4/2018 0:14
RPT2,5288,MUNI,MUNICIPAL VIOLATION,4/4/2018 0:14
RPT3,5288,*NO,*NO SEARCH,4/4/2018 0:14
RPT5,5288,NOT,NOTHING SEIZED,4/4/2018 0:14
RPT6,5288,WAR,WARNING,4/4/2018 0:15
RPT7,5288,NO,NOT CHARGED,4/4/2018 0:15
RPT1,5289,PED,PEDESTRIAN,4/4/2018 0:16
RPT2,5289,MUNI,MUNICIPAL VIOLATION,4/4/2018 0:16
RPT3,5289,*NO,*NO SEARCH,4/4/2018 0:16
RPT5,5289,NOT,NOTHING SEIZED,4/4/2018 0:16
RPT6,5289,WAR,WARNING,4/4/2018 0:16
RPT7,5289,NO,NOT CHARGED,4/4/2018 0:16
RPT1,5290,PED,PEDESTRIAN,4/4/2018 0:17
RPT2,5290,MUNI,MUNICIPAL VIOLATION,4/4/2018 0:17
RPT3,5290,*NO,*NO SEARCH,4/4/2018 0:17
RPT5,5290,NOT,NOTHING SEIZED,4/4/2018 0:17
RPT6,5290,DET,DETOX HOLD,4/4/2018 0:18
RPT7,5290,NO,NOT CHARGED,4/4/2018 0:18
RPT1,5291,PED,PEDESTRIAN,4/4/2018 0:18
RPT2,5291,MUNI,MUNICIPAL VIOLATION,4/4/2018 0:19
RPT3,5291,*NO,*NO SEARCH,4/4/2018 0:19
RPT5,5291,NOT,NOTHING SEIZED,4/4/2018 0:19
RPT6,5291,DET,DETOX HOLD,4/4/2018 0:19
RPT7,5291,NO,NOT CHARGED,4/4/2018 0:19
RPT6,5291,WAR,WARNING,4/4/2018 0:19
RPT1,5292,PED,PEDESTRIAN,4/4/2018 0:20
RPT2,5292,SUSP,SUSPICIOUS,4/4/2018 0:21
RPT3,5292,*NO,*NO SEARCH,4/4/2018 0:20
RPT5,5292,NOT,NOTHING SEIZED,4/4/2018 0:20
RPT6,5292,WAR,WARNING,4/4/2018 0:21
RPT7,5292,NO,NOT CHARGED,4/4/2018 0:21
RPT1,5293,VEH,VEHICLE,4/4/2018 0:41
RPT2,5293,EQUI,EQUIPMENT VIOLATION,4/4/2018 0:41
RPT3,5293,*NO,*NO SEARCH,4/4/2018 0:41
RPT6,5293,WAR,WARNING,4/4/2018 0:41
RPT1,5294,VEH,VEHICLE,4/4/2018 0:43
RPT2,5294,EQUI,EQUIPMENT VIOLATION,4/4/2018 0:43
RPT3,5294,*NO,*NO SEARCH,4/4/2018 0:43
RPT6,5294,WAR,WARNING,4/4/2018 0:43
RPT1,5295,VEH,VEHICLE,4/4/2018 1:41
RPT2,5295,EQUI,EQUIPMENT VIOLATION,4/4/2018 1:42
RPT3,5295,*NO,*NO SEARCH,4/4/2018 1:42
RPT6,5295,WAR,WARNING,4/4/2018 1:42
RPT1,5296,PED,PEDESTRIAN,3/28/2018 12:47
RPT4,5296,PLAI,PLAIN VIEW,3/28/2018 12:47
RPT2,5296,SUSP,SUSPICIOUS,3/28/2018 12:48
RPT3,5296,*NO,*NO SEARCH,3/28/2018 12:48
RPT6,5296,NO,NO ACTION,3/28/2018 12:48
RPT1,5297,VEH,VEHICLE,4/4/2018 5:45
RPT2,5297,RECK,TRAFFIC-RECKLESS/CARELESS,4/4/2018 5:45
RPT3,5297,*NO,*NO SEARCH,4/4/2018 5:45
RPT5,5297,NOT,NOTHING SEIZED,4/4/2018 5:45
RPT6,5297,CIT,CITATION,4/4/2018 5:45
RPT1,5298,VEH,VEHICLE,4/4/2018 8:21
RPT2,5298,SPEE,TRAFFIC-SPEEDING,4/4/2018 8:21
RPT3,5298,*NO,*NO SEARCH,4/4/2018 8:21
RPT6,5298,CIT,CITATION,4/4/2018 8:21
RPT7,5298,TRAF,TRAFFIC,4/4/2018 8:21
RPT1,5299,VEH,VEHICLE,4/4/2018 8:23
RPT2,5299,SPEE,TRAFFIC-SPEEDING,4/4/2018 8:23
RPT3,5299,*NO,*NO SEARCH,4/4/2018 8:23
RPT6,5299,CIT,CITATION,4/4/2018 8:24
RPT7,5299,TRAF,TRAFFIC,4/4/2018 8:24
RPT1,5300,VEH,VEHICLE,4/4/2018 9:55
RPT2,5300,RECK,TRAFFIC-RECKLESS/CARELESS,4/4/2018 9:55
RPT3,5300,*NO,*NO SEARCH,4/4/2018 9:55
RPT6,5300,WAR,WARNING,4/4/2018 9:55
RPT7,5300,NO,NOT CHARGED,4/4/2018 9:55
RPT1,5301,VEH,VEHICLE,4/4/2018 9:56
RPT2,5301,SPEE,TRAFFIC-SPEEDING,4/4/2018 9:57
RPT3,5301,*NO,*NO SEARCH,4/4/2018 9:57
RPT6,5301,CIT,CITATION,4/4/2018 9:57
RPT7,5301,TRAF,TRAFFIC,4/4/2018 9:57
RPT1,5302,VEH,VEHICLE,4/4/2018 9:58
RPT2,5302,SPEE,TRAFFIC-SPEEDING,4/4/2018 9:58
RPT3,5302,*NO,*NO SEARCH,4/4/2018 9:58
RPT6,5302,CIT,CITATION,4/4/2018 9:58
RPT7,5302,TRAF,TRAFFIC,4/4/2018 9:58
RPT1,5303,VEH,VEHICLE,4/4/2018 9:59
RPT2,5303,RECK,TRAFFIC-RECKLESS/CARELESS,4/4/2018 9:59
RPT3,5303,*NO,*NO SEARCH,4/4/2018 9:59
RPT6,5303,CIT,CITATION,4/4/2018 9:59
RPT7,5303,TRAF,TRAFFIC,4/4/2018 9:59
RPT1,5304,VEH,VEHICLE,4/4/2018 10:00
RPT2,5304,RECK,TRAFFIC-RECKLESS/CARELESS,4/4/2018 10:00
RPT3,5304,*NO,*NO SEARCH,4/4/2018 10:00
RPT6,5304,CIT,CITATION,4/4/2018 10:00
RPT7,5304,TRAF,TRAFFIC,4/4/2018 10:00
RPT1,5305,VEH,VEHICLE,4/4/2018 10:01
RPT2,5305,RECK,TRAFFIC-RECKLESS/CARELESS,4/4/2018 10:01
RPT3,5305,*NO,*NO SEARCH,4/4/2018 10:01
RPT6,5305,CIT,CITATION,4/4/2018 10:02
RPT7,5305,TRAF,TRAFFIC,4/4/2018 10:02
RPT1,5306,VEH,VEHICLE,4/4/2018 10:04
RPT2,5306,STAT,STATE VIOLATION,4/4/2018 10:04
RPT3,5306,*NO,*NO SEARCH,4/4/2018 10:04
RPT6,5306,CIT,CITATION,4/4/2018 10:05
RPT7,5306,TRAF,TRAFFIC,4/4/2018 10:05
RPT1,5307,VEH,VEHICLE,4/4/2018 10:49
RPT2,5307,SPEE,TRAFFIC-SPEEDING,4/4/2018 10:49
RPT3,5307,*NO,*NO SEARCH,4/4/2018 10:49
RPT5,5307,NOT,NOTHING SEIZED,4/4/2018 10:49
RPT6,5307,CIT,CITATION,4/4/2018 10:49
RPT7,5307,TRAF,TRAFFIC,4/4/2018 10:49
RPT1,5308,VEH,VEHICLE,4/4/2018 11:09
RPT2,5308,SPEE,TRAFFIC-SPEEDING,4/4/2018 11:09
RPT3,5308,*NO,*NO SEARCH,4/4/2018 11:09
RPT6,5308,CIT,CITATION,4/4/2018 11:09
RPT7,5308,TRAF,TRAFFIC,4/4/2018 11:09
RPT1,5309,VEH,VEHICLE,4/4/2018 11:11
RPT2,5309,SPEE,TRAFFIC-SPEEDING,4/4/2018 11:11
RPT3,5309,*NO,*NO SEARCH,4/4/2018 11:11
RPT6,5309,CIT,CITATION,4/4/2018 11:11
RPT7,5309,TRAF,TRAFFIC,4/4/2018 11:11
RPT1,5310,VEH,VEHICLE,4/4/2018 11:12
RPT2,5310,SPEE,TRAFFIC-SPEEDING,4/4/2018 11:12
RPT3,5310,*NO,*NO SEARCH,4/4/2018 11:12
RPT6,5310,CIT,CITATION,4/4/2018 11:12
RPT7,5310,TRAF,TRAFFIC,4/4/2018 11:12
RPT1,5311,VEH,VEHICLE,4/4/2018 11:14
RPT2,5311,SPEE,TRAFFIC-SPEEDING,4/4/2018 11:14
RPT3,5311,*NO,*NO SEARCH,4/4/2018 11:14
RPT6,5311,CIT,CITATION,4/4/2018 11:14
RPT7,5311,TRAF,TRAFFIC,4/4/2018 11:14
RPT1,5315,VEH,VEHICLE,4/4/2018 11:16
RPT2,5315,SPEE,TRAFFIC-SPEEDING,4/4/2018 11:16
RPT3,5315,*NO,*NO SEARCH,4/4/2018 11:16
RPT5,5315,NOT,NOTHING SEIZED,4/4/2018 11:16
RPT6,5315,CIT,CITATION,4/4/2018 11:16
RPT7,5315,TRAF,TRAFFIC,4/4/2018 11:16
RPT1,5314,VEH,VEHICLE,4/4/2018 11:14
RPT2,5314,SPEE,TRAFFIC-SPEEDING,4/4/2018 11:15
RPT3,5314,*NO,*NO SEARCH,4/4/2018 11:15
RPT6,5314,CIT,CITATION,4/4/2018 11:15
RPT7,5314,TRAF,TRAFFIC,4/4/2018 11:15
RPT1,5312,VEH,VEHICLE,4/4/2018 11:15
RPT2,5312,SPEE,TRAFFIC-SPEEDING,4/4/2018 11:15
RPT3,5312,*NO,*NO SEARCH,4/4/2018 11:15
RPT6,5312,CIT,CITATION,4/4/2018 11:15
RPT7,5312,TRAF,TRAFFIC,4/4/2018 11:16
RPT1,5313,VEH,VEHICLE,4/4/2018 11:16
RPT2,5313,SPEE,TRAFFIC-SPEEDING,4/4/2018 11:16
RPT3,5313,*NO,*NO SEARCH,4/4/2018 11:16
RPT6,5313,CIT,CITATION,4/4/2018 11:17
RPT7,5313,TRAF,TRAFFIC,4/4/2018 11:17
RPT1,5316,VEH,VEHICLE,4/4/2018 11:25
RPT2,5316,SPEE,TRAFFIC-SPEEDING,4/4/2018 11:25
RPT3,5316,*NO,*NO SEARCH,4/4/2018 11:26
RPT6,5316,CIT,CITATION,4/4/2018 11:26
RPT7,5316,TRAF,TRAFFIC,4/4/2018 11:26
RPT1,5317,VEH,VEHICLE,4/4/2018 11:27
RPT2,5317,SPEE,TRAFFIC-SPEEDING,4/4/2018 11:27
RPT3,5317,*NO,*NO SEARCH,4/4/2018 11:27
RPT6,5317,CIT,CITATION,4/4/2018 11:27
RPT7,5317,TRAF,TRAFFIC,4/4/2018 11:27
RPT1,5318,VEH,VEHICLE,4/4/2018 11:28
RPT2,5318,SPEE,TRAFFIC-SPEEDING,4/4/2018 11:28
RPT3,5318,*NO,*NO SEARCH,4/4/2018 11:28
RPT6,5318,CIT,CITATION,4/4/2018 11:28
RPT7,5318,TRAF,TRAFFIC,4/4/2018 11:28
RPT1,5319,VEH,VEHICLE,4/4/2018 11:50
RPT2,5319,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,4/4/2018 11:50
RPT3,5319,*NO,*NO SEARCH,4/4/2018 11:50
RPT5,5319,NOT,NOTHING SEIZED,4/4/2018 11:50
RPT6,5319,CIT,CITATION,4/4/2018 11:50
RPT7,5319,TRAF,TRAFFIC,4/4/2018 11:50
RPT1,5320,VEH,VEHICLE,4/4/2018 12:11
RPT2,5320,SPEE,TRAFFIC-SPEEDING,4/4/2018 12:11
RPT3,5320,*NO,*NO SEARCH,4/4/2018 12:11
RPT5,5320,NOT,NOTHING SEIZED,4/4/2018 12:12
RPT6,5320,CIT,CITATION,4/4/2018 12:12
RPT7,5320,TRAF,TRAFFIC,4/4/2018 12:12
RPT1,5321,VEH,VEHICLE,4/4/2018 12:36
RPT2,5321,SPEE,TRAFFIC-SPEEDING,4/4/2018 12:36
RPT3,5321,*NO,*NO SEARCH,4/4/2018 12:36
RPT5,5321,NOT,NOTHING SEIZED,4/4/2018 12:37
RPT6,5321,CIT,CITATION,4/4/2018 12:37
RPT7,5321,TRAF,TRAFFIC,4/4/2018 12:37
RPT1,5322,VEH,VEHICLE,4/4/2018 12:44
RPT2,5322,MUNI,MUNICIPAL VIOLATION,4/4/2018 12:44
RPT3,5322,*NO,*NO SEARCH,4/4/2018 12:44
RPT6,5322,CIT,CITATION,4/4/2018 12:44
RPT7,5322,TRAF,TRAFFIC,4/4/2018 12:44
RPT1,5323,VEH,VEHICLE,4/4/2018 12:57
RPT2,5323,SPEE,TRAFFIC-SPEEDING,4/4/2018 12:57
RPT3,5323,*NO,*NO SEARCH,4/4/2018 12:57
RPT6,5323,CIT,CITATION,4/4/2018 12:57
RPT7,5323,TRAF,TRAFFIC,4/4/2018 12:57
RPT1,5324,VEH,VEHICLE,4/4/2018 13:00
RPT2,5324,SPEE,TRAFFIC-SPEEDING,4/4/2018 13:00
RPT3,5324,*NO,*NO SEARCH,4/4/2018 13:00
RPT6,5324,CIT,CITATION,4/4/2018 13:00
RPT7,5324,TRAF,TRAFFIC,4/4/2018 13:00
RPT1,5325,VEH,VEHICLE,4/4/2018 13:01
RPT2,5325,SPEE,TRAFFIC-SPEEDING,4/4/2018 13:01
RPT3,5325,*NO,*NO SEARCH,4/4/2018 13:02
RPT6,5325,CIT,CITATION,4/4/2018 13:02
RPT7,5325,TRAF,TRAFFIC,4/4/2018 13:02
RPT1,5326,VEH,VEHICLE,4/4/2018 13:02
RPT2,5326,SPEE,TRAFFIC-SPEEDING,4/4/2018 13:02
RPT3,5326,*NO,*NO SEARCH,4/4/2018 13:03
RPT6,5326,CIT,CITATION,4/4/2018 13:03
RPT7,5326,TRAF,TRAFFIC,4/4/2018 13:03
RPT1,5327,VEH,VEHICLE,4/4/2018 13:03
RPT2,5327,SPEE,TRAFFIC-SPEEDING,4/4/2018 13:03
RPT3,5327,*NO,*NO SEARCH,4/4/2018 13:03
RPT6,5327,CIT,CITATION,4/4/2018 13:04
RPT7,5327,TRAF,TRAFFIC,4/4/2018 13:04
RPT1,5328,VEH,VEHICLE,4/4/2018 13:05
RPT2,5328,SPEE,TRAFFIC-SPEEDING,4/4/2018 13:05
RPT3,5328,*NO,*NO SEARCH,4/4/2018 13:05
RPT6,5328,CIT,CITATION,4/4/2018 13:05
RPT7,5328,TRAF,TRAFFIC,4/4/2018 13:05
RPT1,5329,VEH,VEHICLE,4/4/2018 13:22
RPT2,5329,SPEE,TRAFFIC-SPEEDING,4/4/2018 13:22
RPT3,5329,*NO,*NO SEARCH,4/4/2018 13:22
RPT6,5329,CIT,CITATION,4/4/2018 13:22
RPT7,5329,TRAF,TRAFFIC,4/4/2018 13:22
RPT1,5330,VEH,VEHICLE,4/4/2018 13:22
RPT2,5330,SPEE,TRAFFIC-SPEEDING,4/4/2018 13:22
RPT3,5330,*NO,*NO SEARCH,4/4/2018 13:22
RPT6,5330,CIT,CITATION,4/4/2018 13:23
RPT7,5330,TRAF,TRAFFIC,4/4/2018 13:23
RPT1,5331,VEH,VEHICLE,4/4/2018 14:23
RPT2,5331,ROW,TRAFFIC-RIGHT OF WAY VIOLATION,4/4/2018 14:23
RPT3,5331,*NO,*NO SEARCH,4/4/2018 14:23
RPT6,5331,CIT,CITATION,4/4/2018 14:23
RPT1,5332,VEH,VEHICLE,4/4/2018 15:16
RPT2,5332,SPEE,TRAFFIC-SPEEDING,4/4/2018 15:16
RPT3,5332,*NO,*NO SEARCH,4/4/2018 15:16
RPT6,5332,CIT,CITATION,4/4/2018 15:17
RPT7,5332,TRAF,TRAFFIC,4/4/2018 15:17
RPT1,5333,VEH,VEHICLE,4/4/2018 15:18
RPT2,5333,SPEE,TRAFFIC-SPEEDING,4/4/2018 15:18
RPT3,5333,*NO,*NO SEARCH,4/4/2018 15:18
RPT6,5333,CIT,CITATION,4/4/2018 15:18
RPT7,5333,TRAF,TRAFFIC,4/4/2018 15:18
RPT1,5334,VEH,VEHICLE,4/4/2018 15:56
RPT2,5334,EQUI,EQUIPMENT VIOLATION,4/4/2018 15:56
RPT3,5334,*NO,*NO SEARCH,4/4/2018 15:56
RPT6,5334,CIT,CITATION,4/4/2018 15:56
RPT7,5334,TRAF,TRAFFIC,4/4/2018 15:56
RPT1,5335,VEH,VEHICLE,4/4/2018 15:58
RPT2,5335,SPEE,TRAFFIC-SPEEDING,4/4/2018 15:58
RPT3,5335,*NO,*NO SEARCH,4/4/2018 15:58
RPT6,5335,CIT,CITATION,4/4/2018 15:58
RPT7,5335,TRAF,TRAFFIC,4/4/2018 15:58
RPT1,5336,VEH,VEHICLE,4/4/2018 15:59
RPT2,5336,SPEE,TRAFFIC-SPEEDING,4/4/2018 15:59
RPT3,5336,*NO,*NO SEARCH,4/4/2018 15:59
RPT6,5336,CIT,CITATION,4/4/2018 15:59
RPT7,5336,TRAF,TRAFFIC,4/4/2018 15:59
RPT1,5337,VEH,VEHICLE,4/4/2018 16:00
RPT2,5337,SPEE,TRAFFIC-SPEEDING,4/4/2018 16:00
RPT3,5337,*NO,*NO SEARCH,4/4/2018 16:00
RPT6,5337,CIT,CITATION,4/4/2018 16:00
RPT7,5337,TRAF,TRAFFIC,4/4/2018 16:00
RPT1,5338,VEH,VEHICLE,4/4/2018 16:01
RPT2,5338,SPEE,TRAFFIC-SPEEDING,4/4/2018 16:01
RPT3,5338,*NO,*NO SEARCH,4/4/2018 16:01
RPT6,5338,CIT,CITATION,4/4/2018 16:01
RPT7,5338,TRAF,TRAFFIC,4/4/2018 16:01
RPT1,5339,VEH,VEHICLE,4/4/2018 16:02
RPT2,5339,SPEE,TRAFFIC-SPEEDING,4/4/2018 16:02
RPT3,5339,*NO,*NO SEARCH,4/4/2018 16:02
